sube_adi;sube_il_kodu;sube_kodu;
HADİM KONYA UYDU ŞUBESİ;042;001201685042;
HOCACİHAN / KONYA ŞUBESİ;042;001201516042;
HÜYÜK KONYA UYDU ŞUBESİ;042;001201768042;
ILGIN/KONYA;042;001209516042;
KADINHANI ŞUBESİ/KONYA;042;001201443042;
KARAPINAR/KONYA ŞUBESİ;042;001209525042;
KARATAY-SANAYİ/KONYA;042;001209524042;
KOBİSAN KONYA ŞUBESİ;042;001201720042;
KONYA;042;001209510042;
KONYA NAKIT OPERASYON MERKEZI/;042;001201240042;
KULU SB/KONYA;042;001201332042;
NALÇACI/KONYA;042;001209523042;
ORGANIZE SANAYI SUBESI/KONYA;042;001201446042;
SELÇUKLU TİCARİ SB/ KONYA;042;001209623042;
SEYDİŞEHİR/KONYA;042;001209514042;
YENI TOPTANCILAR SITESI SB./KO;042;001201365042;
YUNAK KONYA UYDU ŞUBESİ;042;001201838042;
ZAFER SANAYI SITESI SB./KONYA;042;001201206042;
EMET ŞUBESİ / KÜTAHYA;043;001201575043;
GEDİZ/KÜTAHYA;043;001209529043;
KÜTAHYA;043;001209527043;
SİMAV/KÜTAHYA;043;001209531043;
TAVŞANLI/KÜTAHYA;043;001209528043;
ZAFER MEYDANI ŞUBESİ/KÜTAHYA;043;001201546043;
ARAPGİR MALATYA ŞUBESİ;044;001201789044;
BEYDAĞI ŞUBESİ/MALATYA;044;001201554044;
ÇEVREYOLU ŞUBESİ/MALATYA;044;001209559044;
DARENDE ŞUBESİ/MALATYA;044;001201474044;
DOGANSEHIR SUBESI/MALATYA;044;001201429044;
INONU CADDESI SB./MALATYA;044;001201370044;
MALATYA;044;001209558044;
MALATYA NOM;044;001201811044;
YAZIHAN MALATYA UYDU ŞUBESİ;044;001201815044;
AKHİSAR/MANİSA;045;001209563045;
ALAŞEHİR/MANİSA;045;001209567045;
ÇAĞLAK AKHİSAR MANİSA ŞUBESİ;045;001201785045;
DEMIRCI SUBESI /MANISA;045;001201239045;
GÖLMARMARA MANİSA ŞUBESİ;045;001201716045;
KIRKAĞAÇ MANİSA UYDU ŞUBESİ;045;001201842045;
KÖPRÜBAŞI MANİSA UYDU ŞUBESİ;045;001201817045;
KULA/MANİSA;045;001209569045;
MANISA SANAYI SITESI SUBESI;045;001201251045;
MANİSA;045;001209562045;
MESIR SUBESI/MANISA;045;001201432045;
SALİHLİ/MANİSA;045;001209564045;
SARIGOL SUBESI/MANISA;045;001201312045;
SARUHANLI MANİSA ŞUBESİ;045;001201699045;
SELENDİ MANİSA ŞUBESİ;045;001201643045;
SOMA/MANİSA;045;001209568045;
TURGUTLU/MANİSA;045;001209566045;
AFSIN SUBESI/KAHRAMANMARAS;046;001201235046;
ANDIRIN K.MARAŞ ŞB;046;001201692046;
AZERBAYCAN BLV KAHRAMANMARAŞ Ş;046;001201572046;
ELBİSTAN/K.MARAŞ;046;001209473046;
GÖKSUN ŞUBESİ/KAHRAMANMARAŞ;046;001201485046;
KAHRAMANMARAS TICARI SB.;046;001201351046;
KAHRAMANMARAŞ;046;001209472046;
PAZARCIK/K.MARAŞ;046;001209474046;
SANAYI SIT. SUBESI/KAHRAMANM;046;001201226046;
SERİNKENT ŞUBESİ/KAHRAMANMARAŞ;046;001201548046;
TÜRKOĞLU K.MARAŞ ŞUBESİ;046;001201715046;
ARTUKLU MARDİN ŞUBESİ;047;001209681047;
KIZILTEPE/MARDİN;047;001209684047;
MARDİN ŞUBESİ;047;001201497047;
MİDYAT/MARDİN ŞB;047;001209682047;
NUSAYBİN/MARDİN;047;001209683047;
BODRUM ÇARŞI MUĞLA UYDU ŞUBESİ;048;001201847048;
BODRUM MUMCULAR MUĞLA ŞUBESİ;048;001201827048;
BODRUM/MUĞLA;048;001209264048;
DALAMAN/MUĞLA;048;001209267048;
DATÇA/MUĞLA;048;001209268048;
FETHİYE/MUĞLA;048;001209262048;
HALİKARNAS BODRUM MUĞLA ŞUBESİ;048;001201252048;
KÖYCEĞİZ/MUĞLA;048;001209265048;
LİKYA FETHİYE / MUĞLA ŞUBESİ;048;001201673048;
MARMARİS/MUĞLA;048;001209266048;
MİLAS/MUĞLA;048;001209261048;
MUĞLA;048;001209259048;
ORTACA SUBESI /MUGLA;048;001201205048;
SAHİL MARMARİS MUĞLA ŞUBESİ;048;001201223048;
SEYDİKEMER MUĞLA ŞUBESİ;048;001201698048;
TURGUTREİS/MUĞLA ŞB.;048;001209509048;
YALIKAVAK SUBESİ/MUĞLA;048;001209269048;
YATAĞAN/MUĞLA;048;001209263048;
BULANIK SUBESI/MUS;049;001201265049;
MALAZGİRT ŞUBESİ/MUŞ;049;001201459049;
MUŞ;049;001209685049;
VARTO MUŞ ŞUBESİ;049;001201636049;
AVANOS/NEVŞEHİR;050;001209688050;
KAPADOKYA NEVŞEHİR ŞUBESİ;050;001201750050;
KOZAKLI NEVŞEHİR ŞUBESİ;050;001201771050;
NEVŞEHİR;050;001209686050;
ÜRGÜP/NEVŞEHİR;050;001209687050;
BOR /NİĞDE;051;001209648051;
NİĞDE;051;001209689051;
SANAYİ SİTESİ NİĞDE ŞUBESİ;051;001201836051;
AKKUŞ ORDU ŞUBESİ;052;001201712052;
ALTINORDU ŞUBESİ / ORDU;052;001201253052;
AYBASTI/ORDU;052;001209654052;
ÇAYBAŞI ORDU ŞB.;052;001209655052;
FATSA/ORDU;052;001209650052;
GÖLKÖY/ORDU;052;001209652052;
KORGAN ŞUBESİ/ORDU;052;001201487052;
KUMRU SUBESI/ORDU;052;001201333052;
ORDU;052;001209649052;
PERŞEMBE ORDU ŞUBESİ;052;001201818052;
ÜNYE/ORDU;052;001209651052;
ARDEŞEN/RİZE;053;001209691053;
ÇAYELİ/RİZE;053;001209692053;
ÇAYŞEHİR RİZE ŞUBESİ;053;001201747053;
FINDIKLI SUBESI/RIZE;053;001201390053;
PAZAR SUBESI/RIZE;053;001201391053;
RİZE;053;001209690053;
ADAPAZARI;054;001209585054;
AKYAZI ŞB / SAKARYA;054;001209586054;
ARİFİYE ŞUBESİ/SAKARYA;054;001201483054;
BOSNA CADDESİ ŞUBESİ/SAKARYA;054;001201532054;
ERENLER ŞUBESİ/SAKARYA;054;001209589054;
GEYVE SAKARYA ŞUBESİ;054;001201748054;
HENDEK SUBESI/SAKARYA;054;001201290054;
KARASU/ADAPAZARI;054;001209587054;
PAMUKOVA SUBESI/ SAKARYA;054;001201346054;
SAKARYA KAYNARCA ŞUBESİ;054;001201672054;
SAPANCA/ADAPAZARI;054;001209588054;
SERDİVAN SAKARYA ŞUBESİ;054;001201718054;
UZUNCARSI SUBESI/SAKARYA;054;001201260054;
ALAÇAM/SAMSUN;055;001209663055;
ASARCIK SAMSUN UYDU ŞUBESİ;055;001201830055;
ATAKUM ŞUBESİ/SAMSUN;055;001201211055;
BAFRA/SAMSUN;055;001209658055;
BULVAR/SAMSUN;055;001209664055;
CANİK ŞUBESİ/SAMSUN;055;001209662055;
ÇARŞAMBA/SAMSUN;055;001209660055;
ÇİFTLİK SAMSUN ŞB.;055;001209665055;
HAVZA/SAMSUN;055;001209661055;
KAVAK ŞUBESİ/SAMSUN;055;001201518055;
KUTLUKENT SUBESI/SAMSUN;055;001201386055;
LADİK SAMSUN UYDU ŞUBESİ;055;001201840055;
SAATHANE ŞUBESİ/SAMSUN;055;001201536055;
SAMSUN;055;001209656055;
SAMSUN NAKİT OPR.MERKEZİ;055;001209236055;
SAMSUN TICARI SUBE;055;001201326055;
TERME/SAMSUN ŞUBESİ;055;001209590055;
VEZİRKÖPRÜ ŞUBESİ/SAMSUN;055;001201242055;
19 MAYIS SAMSUN ŞUBESİ;055;001201736055;
KURTALAN SUBESI/SIIRT;056;001201457056;
SİİRT;056;001209693056;
AYANCIK/SİNOP;057;001209696057;
BOYABAT/SİNOP;057;001209695057;
DURAĞAN SİNOP ŞUBESİ;057;001201695057;
GERZE/SİNOP;057;001209697057;
SİNOP;057;001209694057;
TÜRKELİ/SİNOP;057;001209698057;
DİVRİĞİ/SİVAS;058;001209704058;
GEMEREK SİVAS UYDU ŞUBESİ;058;001201837058;
GÜRÜN/SİVAS;058;001209701058;
KANGAL SİVAS UYDU ŞUBESİ;058;001201843058;
SANAYİ SİTESİ/SİVAS;058;001209703058;
SİVAS;058;001209699058;
SUŞEHRİ/ SİVAS ŞUBESİ;058;001209526058;
ŞARKIŞLA/SİVAS;058;001209700058;
ZARA/SİVAS;058;001209702058;
4 EYLÜL SİVAS ŞUBESİ;058;001201669058;
ÇERKEZKÖY/TEKİRDAĞ;059;001209309059;
ÇORLU ÇARŞI TEKİRDAĞ ŞUBESİ;059;001201743059;
ÇORLU/TEKİRDAĞ;059;001209305059;
HAYRABOLU/TEKİRDAĞ;059;001209307059;
HÜRRİYET TEKİRDAĞ ŞUBESİ;059;001201397059;
KAPAKLI SUBESI/TEKIRDAĞ;059;001201430059;
MALKARA/TEKİRDAĞ;059;001209306059;
MARMARAEREĞLİSİ TEKİRDAĞ ŞUBES;059;001201522059;
MURATLI ŞUBESİ/TEKİRDAĞ;059;001209458059;
SARAY/TEKİRDAĞ;059;001209308059;
TEKİRDAĞ;059;001209304059;
YENI CORLU SUBESI/TEKIRDAG;059;001201413059;
ERBAA/TOKAT;060;001209670060;
GAZİOSMANPAŞA TOKAT ŞUBESİ;060;001201783060;
NİKSAR/TOKAT;060;001209672060;
RESADIYE SUBESI/TOKAT;060;001201395060;
TOKAT;060;001209668060;
TURHAL/TOKAT;060;001209671060;
ZİLE/TOKAT;060;001209669060;
AKÇAABAT/TRABZON;061;001209775061;
ARAKLI/TRABZON;061;001209776061;
ARSİN ŞUBESİ / TRABZON;061;001201653061;
BEŞİKDÜZÜ ŞUBESİ / TRABZON;061;001201540061;
BEŞİRLİ ŞUBESİ / TRABZON;061;001201544061;
ÇARŞIBAŞI TRABZON ŞUBESİ;061;001201723061;
ÇAYKARA ŞUBESİ / TRABZON;061;001201597061;
DEĞİRMENDERE ŞUBESİ/TRABZON;061;001209777061;
DÜZKÖY TRABZON UYDU ŞUBESİ;061;001201832061;
MAÇKA TRABZON ŞUBESİ;061;001201744061;
OF/TRABZON;061;001209772061;
ORTAHİSAR / TRABZON ŞUBESİ;061;001209773061;
SURMENE SUBESI/TRABZON;061;001201461061;
TONYA TRABZON ŞUBESİ;061;001201683061;
TRABZON;061;001209771061;
TRABZON NAKİT OPR.MERKEZİ;061;001209235061;
VAKFIKEBİR/TRABZON;061;001209774061;
YOMRA TRABZON ŞUBESİ;061;001201775061;
TUNCELİ;062;001209673062;
AKCAKALE SUBESI/SANLIURFA;063;001201460063;
BIRECIK SUBESI/SANLIURFA;063;001201475063;
BOZOVA ŞANLIURFA ŞUBESİ;063;001201808063;
CEYLANPINAR ŞUBESİ/ŞANLIURFA;063;001201528063;
EMNİYET CADDESİ ŞUBESİ/ŞANLIUR;063;001201495063;
HALFETİ ŞANLIURFA ŞUBESİ;063;001201722063;
HİLVAN ŞUBESİ / ŞANLIURFA;063;001201556063;
IPEKYOLU/SUBESI;063;001201321063;
KARAKÖPRÜ ŞUBESİ / ŞANLIURFA;063;001201660063;
SİVEREK/Ş.URFA;063;001209779063;
SURUC SUBESI/SANLIURFA;063;001201389063;
ŞANLIURFA;063;001209778063;
ŞANLIURFA OSB ŞUBESİ;063;001201778063;
ŞUTİM ŞANLIURFA ŞUBESİ;063;001201729063;
VİRANŞEHİR/ŞANLIURFA ŞUBESİ;063;001201204063;
BANAZ/UŞAK;064;001209784064;
EŞME ŞB / UŞAK;064;001209783064;
SARAYALTI UŞAK ŞUBESİ;064;001201579064;
UŞAK;064;001209782064;
1 EYLUL SB./USAK;064;001201371064;
ERCİŞ/VAN;065;001209340065;
İPEKYOLU VAN ŞUBESİ;065;001201782065;
KAZIM KARABEKİR ŞUBESİ / VAN;065;001201670065;
TUŞBA ŞUBESİ/VAN;065;001201494065;
VAN;065;001209339065;
VAN NAKİT OPERASYON MERKEZİ;065;001201812065;
AKDAĞMADENİ/YOZGAT;066;001209790066;
BOĞAZLIYAN/YOZGAT;066;001209787066;
ÇAYIRALAN ŞUBESİ/YOZGAT;066;001201524066;
ÇEKEREK ŞUBESİ/YOZGAT;066;001201465066;
SARIKAYA/YOZGAT;066;001209789066;
SEFAATLI SUBESI/YOZGAT;066;001201442066;
SORGUN/YOZGAT;066;001209788066;
YERKÖY/YOZGAT;066;001209786066;
YOZGAT;066;001209785066;
ALAPLI ZONGULDAK ŞUBESİ;067;001201765067;
ÇAYCUMA/ZONGULDAK;067;001209809067;
DEVREK/ZONGULDAK;067;001209808067;
KARADENİZ EREĞLİ ŞB /ZONGULDAK;067;001209807067;
KOZLU ZONGULDAK ŞUBESİ;067;001201828067;
ZONGULDAK;067;001209806067;
AKSARAY ATATÜRK BULVARI ŞUBESİ;068;001201738068;
AKSARAY ŞB.;068;001209178068;
ORTAKÖY/AKSARAY ŞB.;068;001209179068;
SANAYI SITESI SUBESI/AKSARAY;068;001201255068;
BAYBURT;069;001209254069;
ERMENEK/KARAMAN;070;001209479070;
KARAMAN;070;001209478070;
SANAYİ SİTESİ ŞUBESI/KARAMAN;070;001201309070;
SARIVELILER SUBESI/KARAMAN;070;001201392070;
KESKİN KIRIKKALE UYDU ŞUBESİ;071;001201810071;
KIRIKKALE;071;001209674071;
KURTULUŞ MAH. ŞUBESİ/KIRIKKALE;071;001201550071;
BATMAN;072;001209675072;
ÇARŞI SUBESİ/BATMAN;072;001201296072;
KOZLUK SUBESI/ BATMAN;072;001201353072;
CİZRE SUBESİ/ŞIRNAK;073;001201453073;
SİLOPİ/ŞIRNAK;073;001209677073;
ŞIRNAK;073;001209676073;
BARTIN;074;001209253074;
ARDAHAN;075;001209678075;
GÖLE ŞUBESİ/ARDAHAN;075;001201526075;
IĞDIR;076;001209679076;
ÇINARCIK/YALOVA;077;001209363077;
MİMOZA YALOVA ŞUBESİ;077;001201737077;
YALOVA;077;001209362077;
ESKIPAZAR SUBESI/KARABUK;078;001201325078;
KARABÜK;078;001209476078;
SAFRANBOLU/KARABÜK;078;001209477078;
YENİCE KARABÜK  ŞB.;078;001201753078;
KİLİS ŞB;079;001209680079;
DÜZİÇİ ŞUBESİ/OSMANİYE;080;001201537080;
KADİRLİ OSMANİYE ŞB.;080;001209169080;
OSMANİYE ŞB.;080;001209168080;
VALİLİK CADDESİ ŞUBE /OSMANİYE;080;001201666080;
AKÇAKOCA/DÜZCE;081;001209328081;
BULVAR ŞUBESİ / DÜZCE;081;001201641081;
DÜZCE;081;001209327081;
GÖLYAKA DÜZCE ŞUBESİ;081;001201741081;
EFT MERKEZI                        ;999;001299999999;
EMKT MERKEZİ                       ;999;001290008999;
IBAN MERKEZ SUBE;999;001290001999;
FON YÖNETİMİ ŞUBESİ;034;021200091034;
GENEL MÜDÜRLÜK ŞUBESİ;034;021200099034;
İŞLEM MERKEZİ ŞUBESİ;034;021200001034;
EFT MERKEZ ŞUBESİ;999;021299999999;
EMKT ŞUBESİ;999;021290008999;
IBAN MERKEZ ŞUBESİ;999;021290001999;
EFT MERKEZ SUBESI;034;015699999034;
EMKT SUBESI;034;015690008034;
GENEL MÜDÜRLÜK;034;015600002034;
IBAN MERKEZ SUBESI;034;015690001034;
SAKLAMA BANKACILIĞI;034;015600003034;
ADANA SUBESI                       ;001;012300010001;
BAHCELIEVLER ANK.SB.               ;006;012300068006;
TUNALI HILMI SUBESI;006;012300066006;
UMITKOY/ANKARA SUBESI;006;012300853006;
ANTALYA SUBESI                     ;007;012300070007;
LARA/ANTALYA SB.                   ;007;012300073007;
MANAVGAT SB.                       ;007;012300072007;
DIDIM SUBESI;009;012300093009;
KUSADASI SB.                       ;009;012300091009;
FATIH SULTAN MEHMET SUBESI;016;012300881016;
MERSIN SB.                         ;033;012300330033;
ACIBADEM SUBESI                    ;034;012300739034;
ALTUNIZADE SB.                     ;034;012300719034;
ATAKOY SUBESI                      ;034;012300738034;
ATASEHIR SUBESI                    ;034;012300771034;
BAHCESEHIR SB.                     ;034;012300799034;
BEYLIKDUZU SUBESI                  ;034;012300742034;
BOSTANCI SB.;034;012300776034;
CALL CENTER;034;012309500034;
CIFTEHAVUZLAR SUBESI               ;034;012300736034;
ESENTEPE KURUMSAL SUBESI;034;012300222034;
ETILER SUBESI-ISTANBUL             ;034;012300725034;
EVET ÖDE;034;012302820034;
FON YÖNETİMİ;034;012309159034;
GENEL MD.KURUMSAL                  ;034;012300888034;
GENEL MUHASEBE;034;012309019034;
GM BİREYSEL BANKACILIK ŞUBESİ;034;012300717034;
GUNESLI/IST.                       ;034;012300723034;
HSBC BANK EFT MERKEZI;034;012399999034;
HSBC YATIRIM BANKACILIGI           ;034;012300005034;
INTERNET;034;012309300034;
IVR;034;012309510034;
KAPALICARSI SUBESI                 ;034;012300709034;
KIZILTOPRAK SB.                    ;034;012300710034;
KOZYATAGI SUBESI;034;012300757034;
KREDİ KARTLARI MERKEZİ;034;012308345034;
KURESEL BANKACILIK MERKEZI;034;012300123034;
MERKEZ SUBE;034;012300706034;
MODA SB.                           ;034;012300731034;
NAKIT YONETIMI;034;012308131034;
OFFSIDE ATM;034;012309131034;
OZEL BANKACILIK MERKEZ SUBESI;034;012300340034;
PENDIK SUBESI                      ;034;012300741034;
PREMİER DİREKT ŞUBESİ;034;012300765034;
RUMELI CADDESI                     ;034;012300791034;
SISLI SB.IST.;034;012300778034;
SUADIYE SB.                        ;034;012300766034;
TAKSIM SB.                         ;034;012300752034;
TARABYA SB.                        ;034;012300750034;
YESILKOY SB.                       ;034;012300729034;
IZMIR SUBESI                       ;035;012300350035;
KARSIYAKA/IZMIR                    ;035;012300351035;
KAYSERI SUBESI                     ;038;012300380038;
BODRUM SB.                         ;048;012300482048;
MARMARIS/MUGLA                     ;048;012300481048;
EMKT MERKEZİ                       ;999;012390008999;
IBAN MERKEZ SUBE;999;012390001999;
ADANA SUBESI;001;010900026001;
ANKARA SB.;006;010900002006;
NECATIBEY SB.;006;010900040006;
OSTIM SUBESI;006;010900058006;
ANTALYA SUBESI;007;010900046007;
AYDIN SB.;009;010900042009;
BALIKESIR SB.;010;010900041010;
BURSA SUBESI;016;010900012016;
DENIZLI SUBESI;020;010900022020;
ESKISEHIR SB.;026;010900027026;
ISKENDERUN SUBESI;031;010900054031;
MERSIN SUBESI;033;010900056033;
AVCILAR SB./IST;034;010900023034;
BAKIRKOY SB./ISTANBUL;034;010900018034;
BAYRAMPASA SB.;034;010900014034;
DİJİTAL BANKACILIK;034;010900200034;
ETILER SB.;034;010900009034;
E-5 KUCUKYALI ISTANBUL;034;010900020034;
GENEL MUDURLUK MUHASEBE SB.;034;010900998034;
GUNESLI SB.;034;010900032034;
HAZINE;034;010900006034;
ISTANBUL END.VE TIC.SERB.BOLGE SB.;034;010900801034;
İKİTELLİ ŞUBESİ;034;010900047034;
KABATAŞ ŞUBESİ;034;010900059034;
KADIKOY SUBESI;034;010900008034;
KOZYATAĞI ŞUBESİ;034;010900062034;
KREDI KARTLARI MERKEZI;034;010900013034;
MALTEPE SB./IST.;034;010900037034;
MERKEZ SB.;034;010900025034;
MODA SUBESI;034;010900015034;
TAKSİM ŞUBESİ;034;010900073034;
TESVIKIYE SB.;034;010900021034;
UMRANIYE SUBESI;034;010900010034;
YATIRIM BANKACILIGI;034;010900005034;
BORNOVA SB.;035;010900036035;
IZMIR SUBESI;035;010900003035;
KAYSERI SB.;038;010900029038;
KONYA SB.;042;010900031042;
BODRUM SUBESI;048;010900053048;
SAMSUN SUBESI;055;010900052055;
USAK SB.;064;010900043064;
EFT MERKEZİ;999;010999999999;
EMKT MERKEZİ                       ;999;010990008999;
IBAN MERKEZI;999;010990001999;
EMKT MERKEZİ;999;000490008999;
IBAN SUBESI;999;000490001999;
ILBANK EFT MRK;999;000499999999;
ADANA TUZEL BANKACILIK;001;009900260001;
SEYHAN SUBESI;001;009900736001;
ANKARA  TUZEL BANKACILIK;006;009900212006;
ANKARA KURUMSAL SUBESI;006;009900213006;
ANKARA OPTIMUM SUBESI;006;009900359006;
ANKARA ÖZEL BANKACILIK MERKEZ ŞUBESİ;006;009900714006;
BAHCELIEVLER SB.;006;009900190006;
CETIN EMEC SB.;006;009900278006;
KIZILAY SUBESI;006;009900299006;
KIZILAY TUZEL BANKACILIK;006;009900279006;
OSTIM TUZEL BANKACILIK;006;009900174006;
SINCAN SUBESI;006;009900448006;
TUNALI HILMI SB.;006;009900207006;
ULUS SB.;006;009900246006;
UMITKOY SB.;006;009900315006;
ALANYA SB.;007;009900146007;
ANTALYA OZEL BANKACILIK MERKEZ SUBESI;007;009900690007;
ANTALYA SB.;007;009900286007;
ANTALYA TUZEL BANKACILIK;007;009900434007;
KONYAALTI SUBESI;007;009900653007;
LARA SUBESI;007;009900429007;
AYDIN SB.;009;009900114009;
BALIKESIR SB.;010;009900129010;
BURSA SB.;016;009900256016;
BURSA TUZEL BANKACILIK;016;009900724016;
NILUFER SUBESI;016;009900651016;
OZLUCE;016;009900454016;
CANAKKALE SB.;017;009900281017;
DENİZLİ ŞUBESİ;020;009900681020;
DIYARBAKIR SB.;021;009900194021;
DİYARBAKIR TUZEL BANKACILIK;021;009900431021;
EDIRNE SB.;022;009900218022;
ESKISEHIR SB.;026;009900138026;
GAZIANTEP SB.;027;009900188027;
GAZIANTEP TUZEL BANKACILIK;027;009900721027;
ANTAKYA SB.;031;009900176031;
ISKENDERUN SB.;031;009900133031;
METROPOL SUBESI;033;009900436033;
MEZITLI SUBESI;033;009900677033;
ACIBADEM SUBESI;034;009900398034;
ANADOLU YAKASI KURUMSAL SUBE;034;009900264034;
ASYA TÜZEL ŞUBE;034;009900680034;
ATASEHIR SUBESI;034;009900657034;
BAGDAT CADDESI OZEL BANKACILIK MERKEZ SUBESI;034;009900713034;
BAHCESEHIR SUBESI;034;009900445034;
BAKIRKOY SB.;034;009900106034;
BEBEK OZEL BANKACILIK MERKEZ.;034;009900184034;
BESIKTAS SB.;034;009900196034;
BEYLIKDUZU SUBESI;034;009900658034;
BEYLIKDUZU TUZEL BANKACILIK;034;009900161034;
BIREYSEL MERKEZ SUBE;034;009900443034;
CADDEBOSTAN SB.;034;009900147034;
CEKMEKOY SUBESI;034;009900718034;
EFT MERKEZI;034;009999999034;
FLORYA SB.;034;009900228034;
GENEL MUDURLUK;034;009900001034;
GÖKTÜRK ŞUBESİ;034;009900323034;
GUNESLI SB.;034;009900263034;
HAZINE;034;009900005034;
I.A.H.L. SERBEST BOLGE;034;009900504034;
IMES TUZEL BANKACILIK;034;009900225034;
İSTANBUL AVRUPA TUZEL BANKACILIK;034;009900142034;
KADIKÖY ALTIYOL SB.;034;009900230034;
KARTAL SB.;034;009900177034;
KOZYATAGI TUZEL BANKACILIK;034;009900221034;
KREDI KARTLARI MERK.;034;009900004034;
KUCUKYALI SUBESI;034;009900472034;
LEVENT SB.;034;009900178034;
MASLAK ÖZEL BANKACILIK MERKEZ SUBESI;034;009900719034;
MASLAK SUBESI;034;009900779034;
MASLAK TUZEL BANKACILIK;034;009900455034;
MERKEZ SB.;034;009900247034;
NISANTASI SB.;034;009900186034;
OZEL HIZMETLER SUBESI;034;009900777034;
PENDIK SB.;034;009900234034;
SISLI SB.;034;009900202034;
TOPKAPI TUZEL BANKACILIK;034;009900143034;
UMRANIYE SB.;034;009900158034;
USKUDAR SB.;034;009900266034;
YENIBOSNA TUZEL BANKACILIK;034;009900335034;
4.LEVENT SUBESI;034;009900199034;
ALACATI SB.;035;009900305035;
BORNOVA SB.;035;009900154035;
BOSTANLI SB.;035;009900153035;
EGE TUZEL BANKACILIK;035;009900267035;
IZMIR SB.;035;009900262035;
İZMİR OZEL BANKACILIK MERKEZ SUBESI;035;009900482035;
İZMİR TUZEL BANKACILIK;035;009900439035;
KARŞIYAKA ŞUBESİ;035;009900306035;
UCKUYULAR SB.;035;009900172035;
KAYSERI SB.;038;009900136038;
KAYSERI TUZEL BANKACILIK;038;009900654038;
IZMIT SB.;041;009900257041;
KONYA  TUZEL BANKACILIK;042;009900667042;
KONYA SB.;042;009900137042;
MALATYA SB.;044;009900112044;
MANISA SB.;045;009900118045;
SOMA SB.;045;009900124045;
KAHRAMANMARAS SB.;046;009900175046;
BODRUM SB.;048;009900145048;
FETHIYE SB.;048;009900117048;
MARMARIS SB.;048;009900157048;
ADAPAZARI SB.;054;009900169054;
SAMSUN SB.;055;009900139055;
CORLU SB.;059;009900156059;
TRABZON SB.;061;009900173061;
ZONGULDAK SB.;067;009900182067;
KARABUK SB.;078;009900241078;
EMKT MERKEZİ                       ;999;009990008999;
IBAN MERKEZ SUBE;999;009990001999;
EFT MERKEZI;999;014899999999;
EMKT MERKEZI;999;014890008999;
IBAN MERKEZ SB;999;014890001999;
MERKEZ MENKUL DEGERLER             ;006;013201017006;
SOYMEN MENKUL KIYMETLER A.Ş.;006;013201124006;
TVS/İLLER BANKASI A.Ş.;006;013200004006;
ABN AMRO HOARE GOVET IST.MEN.      ;034;013203036034;
ACAR MENKUL DEGERLER A.Ş.;034;013201003034;
ADA MENKUL DEGERLER;034;013201787034;
AHLATCI YATIRIM MENKUL DEĞERLE;034;013209259034;
AK YATIRIM MENKUL DEG. A.Ş.;034;013201788034;
AKBANK (PORTFÖY SAKLAMA);034;013205819034;
AKDENIZ MENKUL DEGERLER            ;034;013201006034;
AKTİF MENKUL DEĞERLER A.Ş.;034;013201007034;
ALAN MENKUL DEĞERLER A.S. MÜŞT;034;013201010034;
ALB MENKUL DEĞERLER A.Ş.;034;013207897034;
ALFA MENKUL DEGERLER               ;034;013201009034;
ALKHAİR CAPİTAL MENKUL DEĞERLER A.Ş;034;013201800034;
ALNUS YATIRIM MENKUL DEĞERLER;034;013201097034;
ALTAY MENKUL DEGERLER              ;034;013201011034;
ALTERNATİF YATIRIM MENKUL DEĞE;034;013201789034;
ANADOLU YAT.MEN.KIY.A.S.           ;034;013201997034;
ARTI MENKUL DEGERLER               ;034;013201021034;
ATA YATIRIM MENKUL DEGERLER A.;034;013201019034;
ATIG YATIRIM MENKUL DEĞERLER A;034;013207704034;
AYBORSA MENKUL DEGERLER            ;034;013201022034;
A1 CAPİTAL MENKUL DEĞERLER A.Ş;034;013201071034;
BAB MENKUL DEGERLER                ;034;013201023034;
BAHAR MENKUL DEGERLER              ;034;013201024034;
BASAK MENKUL DEGERLER              ;034;013201029034;
BASKENT MENKUL DEGERLER            ;034;013201036034;
BAYINDIR MENKUL DEGERLER           ;034;013201025034;
BİZİM MENKUL DEĞ.A.Ş;034;013201096034;
BLUPAY MENKUL DEĞERLER A.Ş.;034;013213262034;
BORSA;034;013203026034;
BORSADISI UYELER SB.               ;034;013277777034;
BOYUT MENKUL DEGERLER              ;034;013201034034;
BULLS YATIRIM MENKUL DEĞERLER;034;013201020034;
BURGAN BANK A.Ş. (YABANCI);034;013205794034;
BURGAN YATIRIM MENKUL DEĞERLER A.Ş.;034;013201091034;
CAGRI MENKUL DEGERLER              ;034;013201040034;
CAN MENKUL DEGERLER                ;034;013201044034;
CENSA MENKUL DEGERLER              ;034;013201046034;
CEROS MENKUL DEĞERLER A.Ş.;034;013201113034;
CHASE MANHATTAN MENKUL DEG.A.S.    ;034;013201868034;
CİTİ MENKUL DEĞ. A.Ş. MÜSTERIL;034;013201158034;
CİTİBANK (YABANCI);034;013201282034;
COLENDI MENKUL DEGERLER A.S.;034;013212210034;
CREDIT SUISSE MENKUL DEĞERLER A.Ş.;034;013201035034;
DATA MENKUL DEGERLER               ;034;013201053034;
DATEK MENKUL DEGERLER              ;034;013201067034;
DEHA MENKUL DEGERLER               ;034;013201051034;
DELTA MENKUL DEGERLER              ;034;013201050034;
DENIZ YAT.MEN.KIY.A.S              ;034;013201224034;
DENİZBANK A.Ş. PORTFÖY SAKLAMA;034;013206453034;
